0,0,64,61
0,1,61,64
0,0,44,41
0,0,8,5
0,0,57,54
0,0,60,57
0,0,6,3
0,0,9,6
0,0,12,9
0,0,15,12
0,1,-44,-41
0,0,6,3
0,0,9,6
0,0,12,9
0,0,43,40
0,0,3,0
0,0,16,13
0,0,19,16
0,0,58,55
0,0,61,58
0,0,11,8
0,0,17,14
0,1,16,19
0,0,15,12
0,1,16,19
0,0,19,16
0,1,16,19
0,0,24,21
0,0,102,99
0,0,110,107
0,0,3,0
0,0,6,3
0,0,9,6
0,0,12,9
0,0,18,15
0,0,21,18
0,0,30,27
0,0,3,0
0,0,19,16
0,0,22,19
0,0,33,30
0,0,46,43
0,0,49,46
0,0,52,49
0,0,60,57
0,0,122,119
0,0,36,33
0,1,-50,-47
0,0,27,24
0,0,35,32
0,0,80,77
0,0,83,80
0,0,99,96
0,0,112,109
0,0,141,138
0,0,152,149
0,1,-82,-79
0,0,31,28
0,0,61,58
0,0,69,66
0,0,105,102
0,0,113,110
0,0,137,134
0,0,153,150
0,0,47,44
0,0,50,47
0,0,53,50
0,0,59,56
0,0,62,59
0,0,84,81
0,0,87,84
0,0,158,155
0,0,11,8
0,1,30,33
0,0,39,36
0,1,44,47
0,1,53,56
0,0,20,17
0,1,21,24
0,0,24,21
0,0,32,29
0,1,29,32
0,0,32,29
0,1,29,32
0,1,-92,-89
0,0,3,0
0,0,6,3
0,0,57,54
0,0,110,107
0,0,128,125
0,0,155,152
0,0,158,155
0,0,177,174
0,0,6,3
0,0,35,32
0,0,46,43
0,0,49,46
0,0,52,49
0,0,125,122
0,0,172,169
0,0,193,190
0,0,57,54
0,0,60,57
0,0,63,60
0,0,91,88
0,0,94,91
0,0,97,94
0,0,100,97
0,0,103,100
0,0,121,118
0,0,129,126
0,0,142,139
0,0,145,142
0,0,184,181
0,0,195,192
0,0,198,195
0,0,13,10
0,0,25,22
0,0,29,26
0,1,39,42
0,0,66,63
0,0,3,0
0,1,15,18
0,0,18,15
0,1,15,18
0,1,17,20
0,1,17,20
0,0,6,3
0,0,24,21
0,0,45,42
0,0,51,48
0,0,69,66
0,0,26,23
0,0,29,26
0,0,32,29
0,0,35,32
0,0,38,35
0,0,37,34
0,0,40,37
0,0,6,3
0,0,10,7
0,1,7,10
0,1,15,18
0,0,9,6
0,0,15,12
0,1,16,19
0,1,18,21
0,0,21,18
0,1,18,21
0,1,20,23
0,0,23,20
0,1,20,23
0,0,36,33
0,0,66,63
0,0,79,76
0,0,85,82
0,0,114,111
0,0,33,30
0,0,41,38
0,0,54,51
0,0,57,54
0,0,65,62
0,0,68,65
0,0,71,68
0,0,74,71
0,0,80,77
0,0,83,80
0,0,86,83
0,0,89,86
0,0,97,94
0,0,100,97
0,0,108,105
0,0,31,28
0,0,140,137
0,0,7,4
0,1,18,21
0,0,21,18
0,1,33,36
0,0,7,4
0,1,13,16
0,0,16,13
0,1,17,20
0,0,20,17
0,0,20,17
0,1,17,20
0,1,31,34
0,0,34,31
0,0,3,0
0,0,24,21
0,0,35,32
0,0,46,43
0,0,49,46
0,0,63,60
0,0,76,73
0,0,105,102
0,0,139,136
0,0,75,72
0,0,81,78
0,0,87,84
0,0,90,87
0,0,96,93
0,0,99,96
0,0,102,99
0,0,111,108
0,0,114,111
0,0,120,117
0,0,123,120
0,1,-74,-71
0,1,-66,-63
0,0,8,5
0,0,49,46
0,0,57,54
0,0,83,80
0,0,110,107
0,0,131,128
0,0,22,19
0,0,114,111
0,0,117,114
0,0,120,117
0,0,123,120
0,0,131,128
0,0,139,136
0,0,142,139
0,0,155,152
0,0,158,155
0,0,7,4
0,0,26,23
0,0,42,39
0,0,58,55
0,0,6,3
0,0,12,9
0,1,9,12
0,0,40,37
0,1,37,40
0,0,40,37
0,0,48,45
0,0,44,41
0,0,47,44
0,0,50,47
0,0,53,50
0,0,71,68
0,0,125,122
0,0,131,128
0,0,150,147
0,0,186,183
0,0,106,103
0,0,109,106
0,0,120,117
0,0,123,120
0,0,126,123
0,0,129,126
0,0,132,129
0,0,150,147
0,0,175,172
0,0,183,180
0,0,186,183
0,0,189,186
0,0,9,6
0,0,22,19
0,0,33,30
0,0,54,51
0,0,57,54
0,0,90,87
0,0,93,90
0,0,96,93
0,0,107,104
0,0,110,107
0,0,186,183
0,0,202,199
0,0,11,8
0,0,19,16
0,0,22,19
0,0,30,27
0,0,33,30
0,0,36,33
0,0,39,36
0,0,57,54
0,0,73,70
0,0,76,73
0,0,79,76
0,0,87,84
0,0,90,87
0,0,113,110
0,0,116,113
0,0,129,126
0,0,132,129
0,0,135,132
0,0,26,23
0,1,39,42
0,1,43,46
0,0,46,43
0,1,47,50
0,0,52,49
0,0,52,49
0,1,53,56
0,1,55,58
0,0,3,0
0,1,3,6
0,0,6,3
0,0,10,7
0,1,7,10
0,1,17,20
0,0,20,17
0,1,17,20
0,0,20,17
0,1,17,20
0,1,17,20
0,1,19,22
0,0,22,19
0,1,23,26
0,0,26,23
0,1,25,28
0,0,28,25
0,1,25,28
0,0,28,25
0,1,25,28
0,0,28,25
0,0,26,23
0,0,68,65
0,0,76,73
0,0,79,76
0,1,-40,-37
0,0,3,0
0,0,84,81
0,0,3,0
0,0,62,59
0,0,65,62
0,0,68,65
0,0,71,68
0,0,74,71
0,0,24,21
0,0,26,23
0,0,40,37
0,0,48,45
0,0,57,54
0,0,60,57
0,0,50,47
0,0,53,50
0,0,56,53
0,0,59,56
0,0,70,67
0,0,73,70
0,0,76,73
0,0,6,3
0,0,109,106
0,0,6,3
0,0,9,6
0,0,12,9
0,0,15,12
0,0,26,23
0,0,15,12
0,1,12,15
0,0,19,16
0,1,16,19
0,0,19,16
0,1,21,24
0,1,27,30
0,0,30,27
0,1,27,30
0,0,30,27
0,0,32,29
0,0,34,31
0,1,31,34
0,0,6,3
0,0,12,9
0,0,66,63
0,0,79,76
0,0,153,150
0,0,6,3
0,0,9,6
0,0,77,74
0,0,80,77
0,0,101,98
0,0,104,101
0,0,112,109
0,0,125,122
0,0,146,143
0,0,149,146
0,0,155,152
0,0,158,155
0,1,-72,-69
0,0,41,38
0,0,49,46
0,0,96,93
0,0,99,96
0,0,110,107
0,0,113,110
0,0,138,135
0,0,152,149
0,0,158,155
0,0,163,160
0,0,3,0
0,0,36,33
0,0,3,0
0,0,8,5
0,0,16,13
0,0,54,51
0,0,85,82
0,0,88,85
0,0,130,127
0,0,136,133
0,0,170,167
0,0,173,170
0,0,197,194
0,0,200,197
0,0,32,29
0,0,35,32
0,0,38,35
0,0,54,51
0,0,171,168
0,0,184,181
0,0,187,184
0,0,195,192
0,0,198,195
0,0,211,208
0,1,-94,-91
0,0,13,10
0,0,55,52
0,0,71,68
0,0,74,71
0,0,87,84
0,0,90,87
0,0,106,103
0,0,159,156
0,0,172,169
0,0,180,177
0,0,26,23
0,0,42,39
0,0,48,45
0,1,49,52
0,0,58,55
0,1,69,72
0,0,27,24
0,0,29,26
0,0,35,32
0,1,47,50
0,0,3,0
0,0,6,3
0,0,9,6
0,0,17,14
0,0,20,17
0,0,39,36
0,0,8,5
0,0,62,59
0,0,65,62
0,0,16,13
0,0,29,26
0,0,50,47
0,0,6,3
0,0,9,6
0,0,7,4
0,1,6,9
0,0,9,6
0,1,10,13
0,1,16,19
0,0,3,0
0,0,12,9
0,1,9,12
0,1,15,18
0,0,18,15
0,0,20,17
0,1,-28,-25
0,0,69,66
0,0,102,99
0,0,110,107
0,0,80,77
0,0,83,80
0,0,86,83
0,0,89,86
0,0,92,89
0,0,116,113
0,1,-54,-51
0,0,14,11
0,0,17,14
0,0,74,71
0,0,110,107
0,0,116,113
0,0,7,4
0,1,21,24
0,0,24,21
0,1,25,28
0,0,28,25
0,1,27,30
0,0,30,27
0,0,34,31
0,1,31,34
0,0,34,31
0,1,-56,-53
0,0,19,16
0,0,37,34
0,0,50,47
0,0,53,50
0,0,94,91
0,0,166,163
0,0,3,0
0,0,6,3
0,0,27,24
0,0,134,131
0,0,137,134
0,0,140,137
0,0,143,140
0,0,151,148
0,0,154,151
0,0,157,154
0,0,166,163
0,1,-80,-77
0,0,3,0
0,0,6,3
0,0,27,24
0,0,69,66
0,0,86,83
0,0,94,91
0,0,130,127
0,0,133,130
0,0,3,0
0,0,86,83
0,0,97,94
0,0,100,97
0,0,108,105
0,0,122,119
0,0,125,122
0,0,36,33
0,0,36,33
0,0,74,71
0,0,39,36
0,0,42,39
0,0,50,47
0,0,63,60
0,0,71,68
0,0,77,74
0,0,80,77
0,0,86,83
0,0,99,96
0,0,105,102
0,0,108,105
0,0,111,108
0,0,114,111
0,0,155,152
0,0,181,178
0,0,165,162
0,0,181,178
0,0,189,186
0,0,192,189
0,0,41,38
0,0,52,49
0,0,55,52
0,0,90,87
0,0,210,207
0,0,14,11
0,0,17,14
0,0,28,25
0,0,72,69
0,0,75,72
0,0,88,85
0,0,91,88
0,0,94,91
0,0,97,94
0,0,100,97
0,0,194,191
0,0,20,17
0,0,24,21
0,0,26,23
0,1,23,26
0,1,29,32
0,1,41,44
0,0,44,41
0,1,49,52
0,0,22,19
0,0,36,33
0,1,33,36
0,0,36,33
0,1,33,36
0,0,36,33
0,0,36,33
0,0,36,33
0,0,56,53
0,1,53,56
0,0,56,53
0,1,53,56
0,0,56,53
0,0,6,3
0,0,19,16
0,0,47,44
0,0,68,65
0,0,76,73
0,1,-30,-27
0,1,-34,-31
0,0,13,10
0,0,16,13
0,0,29,26
0,0,45,42
0,0,56,53
0,0,73,70
0,0,76,73
0,0,8,5
0,0,55,52
0,0,58,55
0,0,76,73
0,0,79,76
0,0,82,79
0,0,10,7
0,0,12,9
0,1,17,20
0,0,10,7
0,0,12,9
0,1,9,12
0,0,12,9
0,1,13,16
0,0,77,74
0,0,85,82
0,0,118,115
0,0,131,128
0,0,28,25
0,0,31,28
0,0,44,41
0,0,47,44
0,0,90,87
0,0,93,90
0,0,134,131
0,0,40,37
0,0,43,40
0,0,66,63
0,0,105,102
0,0,8,5
0,0,11,8
0,0,22,19
0,0,25,22
0,0,33,30
0,0,75,72
0,0,78,75
0,0,84,81
0,0,30,27
0,1,31,34
0,0,12,9
0,0,16,13
0,0,16,13
0,1,13,16
0,0,8,5
0,0,11,8
0,0,14,11
0,0,27,24
0,0,65,62
0,0,108,105
0,0,116,113
0,0,129,126
0,0,132,129
0,0,138,135
0,0,141,138
0,0,16,13
0,0,19,16
0,0,27,24
0,0,111,108
0,0,124,121
0,0,132,129
0,0,150,147
0,0,153,150
0,0,176,173
0,0,3,0
0,0,6,3
0,0,14,11
0,0,28,25
0,0,34,31
0,0,37,34
0,0,40,37
0,0,48,45
0,0,51,48
0,0,54,51
0,0,57,54
0,0,26,23
0,0,28,25
0,1,45,48
0,1,45,48
0,0,13,10
0,0,15,12
0,0,13,10
0,0,22,19
0,0,25,22
0,0,36,33
0,0,44,41
0,0,50,47
0,0,148,145
0,0,177,174
0,0,185,182
0,0,22,19
0,0,65,62
0,0,76,73
0,0,84,81
0,0,100,97
0,0,109,106
0,0,133,130
0,0,133,130
0,0,136,133
0,0,139,136
0,0,148,145
0,0,151,148
0,0,154,151
0,0,160,157
0,0,163,160
0,0,39,36
0,1,38,41
0,0,41,38
0,1,38,41
0,0,41,38
0,1,40,43
0,1,50,53
0,0,44,41
0,1,41,44
0,0,44,41
0,1,41,44
0,0,48,45
0,0,48,45
0,1,49,52
0,0,52,49
0,0,81,78
0,0,6,3
0,0,24,21
0,0,37,34
0,0,40,37
0,0,83,80
0,0,86,83
0,1,-48,-45
0,0,14,11
0,0,22,19
0,0,53,50
0,0,56,53
0,0,8,5
0,0,65,62
0,0,68,65
0,0,3,0
0,1,5,8
0,0,24,21
0,0,6,3
0,1,7,10
0,0,10,7
0,1,11,14
0,0,24,21
0,0,104,101
0,0,122,119
0,0,130,127
0,0,3,0
0,0,19,16
0,0,79,76
0,0,90,87
0,0,98,95
0,0,124,121
0,0,8,5
0,0,27,24
0,0,59,56
0,0,32,29
0,0,42,39
0,0,3,0
0,0,3,0
0,0,6,3
0,0,9,6
0,0,38,35
0,0,61,58
0,0,79,76
0,0,92,89
0,0,115,112
0,0,118,115
0,0,164,161
0,0,28,25
0,0,36,33
0,0,39,36
0,0,42,39
0,0,48,45
0,0,59,56
0,0,72,69
0,0,80,77
0,0,83,80
0,0,86,83
0,0,104,101
0,0,107,104
0,0,110,107
0,0,118,115
0,0,121,118
0,0,127,124
0,0,136,133
0,0,139,136
0,0,6,3
0,0,146,143
0,0,34,31
0,0,62,59
0,0,65,62
0,0,118,115
0,0,121,118
0,0,149,146
0,0,157,154
0,0,25,22
0,1,36,39
0,0,43,40
0,0,53,50
0,0,34,31
0,1,31,34
0,1,-66,-63
0,0,3,0
0,0,22,19
0,0,56,53
0,0,129,126
0,0,170,167
0,0,183,180
0,0,13,10
0,0,16,13
0,0,24,21
0,0,68,65
0,1,-106,-103
0,0,3,0
0,0,74,71
0,0,106,103
0,0,109,106
0,0,118,115
0,0,182,179
0,0,190,187
0,0,193,190
0,0,199,196
0,0,202,199
0,0,42,39
0,1,43,46
0,1,47,50
0,1,49,52
0,0,68,65
0,0,6,3
0,1,3,6
0,0,6,3
0,0,10,7
0,0,12,9
0,0,14,11
0,1,11,14
0,0,48,45
0,0,8,5
0,0,11,8
0,0,74,71
0,0,3,0
0,0,6,3
0,1,-48,-45
0,0,8,5
0,0,24,21
0,0,43,40
0,0,9,6
0,0,14,11
0,0,20,17
0,0,24,21
0,0,32,29
0,0,35,32
0,0,59,56
0,0,85,82
0,0,113,110
0,0,126,123
0,0,98,95
0,0,104,101
0,0,107,104
0,0,113,110
0,0,116,113
0,0,119,116
0,0,122,119
0,1,-54,-51
0,0,6,3
0,0,9,6
0,0,25,22
0,0,33,30
0,0,69,66
0,0,72,69
0,0,83,80
0,0,3,0
0,0,22,19
0,1,31,34
0,1,33,36
0,0,3,0
0,0,8,5
0,0,8,5
0,1,5,8
0,0,10,7
0,0,20,17
0,1,17,20
0,0,20,17
0,1,17,20
0,0,20,17
0,0,22,19
0,1,19,22
0,0,22,19
0,0,3,0
0,0,36,33
0,0,97,94
0,0,140,137
0,0,8,5
0,0,16,13
0,0,19,16
0,0,32,29
0,0,40,37
0,0,43,40
0,0,67,64
0,0,91,88
0,0,129,126
0,0,16,13
0,0,19,16
0,0,32,29
0,0,57,54
0,0,95,92
0,0,116,113
0,0,127,124
0,0,130,127
0,0,133,130
0,0,57,54
0,0,60,57
0,0,66,63
0,0,69,66
0,0,78,75
0,0,87,84
0,0,90,87
0,0,102,99
0,0,105,102
0,0,138,135
0,0,141,138
0,0,144,141
0,0,14,11
0,0,18,15
0,0,22,19
0,1,35,38
0,1,39,42
0,0,42,39
0,1,49,52
0,1,-78,-75
0,0,6,3
0,0,14,11
0,0,17,14
0,0,23,20
0,0,72,69
0,0,122,119
0,0,135,132
0,0,6,3
0,0,9,6
0,0,27,24
0,0,40,37
0,0,78,75
0,0,86,83
0,0,94,91
0,0,97,94
0,0,151,148
0,0,154,151
0,0,157,154
0,0,160,157
0,0,163,160
0,0,171,168
0,0,174,171
0,0,177,174
0,0,180,177
0,0,188,185
0,0,191,188
0,0,194,191
0,0,202,199
0,1,-94,-91
0,0,16,13
0,0,24,21
0,0,50,47
0,0,102,99
0,0,105,102
0,0,119,116
0,0,138,135
0,0,141,138
0,0,157,154
0,0,176,173
0,0,6,3
0,0,9,6
0,0,15,12
0,0,23,20
0,0,34,31
0,0,71,68
0,0,74,71
0,0,77,74
0,0,85,82
0,0,88,85
0,0,101,98
0,0,114,111
0,0,117,114
0,0,120,117
0,0,133,130
0,0,136,133
0,0,139,136
0,0,142,139
0,0,15,12
0,0,17,14
0,1,22,25
0,1,22,25
0,1,27,30
0,1,35,38
0,0,38,35
0,1,37,40
0,1,41,44
0,1,43,46
0,0,17,14
0,1,14,17
0,1,14,17
0,0,31,28
0,1,28,31
0,0,35,32
0,1,40,43
0,0,43,40
0,1,42,45
0,0,45,42
